"method","line","severity","representativity","quality","intervention","cdi"
"io.kubernetes.client.openapi.apis.CustomObjectsApi.listNamespacedCustomObjectCall(String group, String version, String namespace, String plural, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",3288,"4,209","10,000","5,817","5,390","29,753"
"io.kubernetes.client.openapi.models.V1PodStatus.validateJsonObject(JsonObject jsonObj)",617,"6,720","5,500","4,359","3,415","29,733"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedControllerRevisionCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",5510,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDaemonSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",5836,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDeploymentCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6162,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedReplicaSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6488,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedStatefulSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6814,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.listNamespacedHorizontalPodAutoscalerCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",1411,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.listNamespacedHorizontalPodAutoscalerCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",1411,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.BatchV1Api.listNamespacedCronJobCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",2594,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.BatchV1Api.listNamespacedJobCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",2920,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoordinationV1Api.listNamespacedLeaseCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",1411,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedConfigMapCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",24688,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedEndpointsCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",25014,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedEventCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",25340,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedLimitRangeCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",25666,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedPersistentVolumeClaimCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",25992,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedPodCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",26318,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedPodTemplateCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",26644,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedReplicationControllerCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",26970,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedResourceQuotaCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",27296,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedSecretCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",27622,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedServiceCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",27948,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.CoreV1Api.listNamespacedServiceAccountCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",28274,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.DiscoveryV1Api.listNamespacedEndpointSliceCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",1411,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.EventsV1Api.listNamespacedEventCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",1411,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.listNamespacedIngressCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",3433,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.listNamespacedNetworkPolicyCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",3759,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.PolicyV1Api.listNamespacedPodDisruptionBudgetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",1094,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.listNamespacedRoleCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",4272,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.listNamespacedRoleBindingCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",4598,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.listNamespacedPodSchedulingContextCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",3665,"4,172","10,000","5,817","5,390","29,495"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.listNamespacedResourceClaimCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",3991,"4,172","10,000","5,817","5,390","29,495"
